n,a,m,e,",",b,e,e,r,",",b,a,r
Maurice McCarthy,Righteous Red,Mercury Brewing Company
Jared Day,Harpoon Winter Warmer,Buzzards Bay Brewing Inc.
Marian Crawford,Ipswich Oatmeal Stout,New Century Brewing Company
Dennis Sutton,Samuel Adams White Ale,Commonwealth Brewing #1
Jeanette Bishop,Dark Element,Buzzards Bay Brewing Inc.
Violet Goodman,Massatucky Brown,New Century Brewing Company
Lucille Conner,Holyoke Dam Ale,Brewery at Martha's Vineyard
Fanny Baldwin,Ipswich Original Ale,John Harvard's Brew House - Harvard Square
Lloyd Collier,Holyoke Dam Ale,Wachusetts Brewing Company
Mark Becker,Fenway American Pale Ale,Harpoon Brewery - Boston
Edgar Curry,Sam Adams Light,Harpoon Brewery - Boston
Maude Daniels,Patriots Pilsner,New Century Brewing Company
Grace Nunez,Longshot Black Lager,Buzzards Bay Brewing Inc.
Alvin Bennett,IPA,John Harvard's Brew House - Harvard Square
Noah Gutierrez,Classic Stout,John Harvard's Brew House - Harvard Square
Jeffrey Boyd,1084 Barleywine,Wachusetts Brewing Company
Lester Fleming,Cascade IPA,Mercury Brewing Company
Cynthia Swanson,Extra Stout,Harpoon Brewery - Boston
Rachel Daniels,Samuel Adams Imperial Stout,Watch City Brewing
Minerva Harrison,Boltwood Bock,Cambridge Brewing
Alex Wheeler,1084 Barleywine,Harpoon Brewery - Boston
Lucille Burton,Holyoke Dam Ale,Boston Beer Works
Jonathan Watts,Samuel Adams Summer Ale,Watch City Brewing
Manuel Schneider,Samuel Adams Hefeweizen,Boston Beer Works
Jackson Robbins,Samuel Adams Triplebock 1994,New Century Brewing Company
Shane Harvey,Samuel Adams OctoberFest,John Harvard's Brew House - Framingham
Isaiah Greer,Samuel Adams Irish Red,Wachusetts Brewing Company
Micheal Wagner,Samuel Adams Black Lager,Cape Ann Brewing
Mathilda Reed,Harpoon Winter Warmer,New Century Brewing Company
Inez Vasquez,Ipswich Harvest,John Harvard's Brew House - Framingham
Chester Morton,IPA,Boston Beer Company
Christina McDaniel,Cascade IPA,Element Brewing Company
Mario Clayton,Classic Stout,Mercury Brewing Company
Caroline Gonzalez,Samuel Adams Hallertau Imperial Pilsner,Buzzards Bay Brewing Inc.
Leon Reyes,Ipswich Original Ale,Buzzards Bay Brewing Inc.
Ruth Collins,Bankers Gold,Mercury Brewing Company
Stanley Bennett,Samuel Adams Imperial Stout,New Century Brewing Company
Max Davidson,Samuel Adams Black Lager,Mercury Brewing Company
Madge Wilkerson,Samuel Adams Black Lager,Brewery at Martha's Vineyard
Howard Caldwell,Samuel Adams Winter Lager,Harpoon Brewery - Boston
Earl Estrada,Ipswich Nut Brown,Element Brewing Company
Ian Jones,Lewmeister Oktoberfest,Boston Beer Works
Zachary Casey,Samuel Adams Triplebock 1994,Boston Beer Works
Richard Carlson,Samuel Adams Boston Lager,John Harvard's Brew House - Harvard Square
Etta Matthews,Samuel Adams Black Lager,New Century Brewing Company
Lucy Lee,Buckeye Oatmeal Stout,Mercury Brewing Company
Philip Dean,Longshot Hazelnut Brown,Boston Beer Works
Frank Schwartz,Harpoon Munich Dark,Brewery at Martha's Vineyard
Alta Mann,Samuel Adams Double Bock,Buzzards Bay Brewing Inc.
Essie McDonald,1084 Barleywine,John Harvard's Brew House - Framingham
Victor Wells,Wachusetts IPA,Mercury Brewing Company
Michael Padilla,Hops Explosion IPA,Element Brewing Company
Hallie Christensen,Extra Stout,Harpoon Brewery - Boston
Carlos Estrada,Samuel Adams Utopias MMIV,Wachusetts Brewing Company
Christian Hines,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Framingham
Brandon Ortega,Samuel Adams Blackberry Witbier,John Harvard's Brew House - Harvard Square
Gary Pope,Samuel Adams Scotch Ale,Buzzards Bay Brewing Inc.
Ann Schneider,Kenmore K̦lsch,Cape Ann Brewing
Mable Jones,Puffers Smoked Porter,Element Brewing Company
Noah Carr,Harpoon Winter Warmer,Buzzards Bay Brewing Inc.
Warren Thompson,Half in the Bagpipe,Harpoon Brewery - Boston
Gerald Austin,Samuel Adams Chocolate Bock,John Harvard's Brew House - Framingham
Loretta Johnston,Samuel Adams Old Fezziwig Ale,New Century Brewing Company
Terry Pratt,Ipswich Original Ale,John Harvard's Brew House - Harvard Square
Derek Huff,Raspberry Brown Ale,Boston Beer Company
Seth Zimmerman,Boltwood Bock,John Harvard's Brew House - Harvard Square
Claudia Reeves,Hops Explosion IPA,Boston Beer Company
Chester Gibbs,Green Monsta Ale,Commonwealth Brewing #1
Gabriel Jenkins,Sam Adams Light,Cambridge Brewing
Daniel Bowers,Longshot Black Lager,Buzzards Bay Brewing Inc.
Chad Miller,Dark Element,John Harvard's Brew House - Harvard Square
Brian Hughes,Raspberry Brown Ale,Commonwealth Brewing #1
Cecelia Stewart,Samuel Adams Utopias MMIV,Cape Ann Brewing
Chester Parks,Framingham Maibock,Element Brewing Company
Lizzie Guzman,Samuel Adams Triplebock 1994,Boston Beer Works
Jennie Gordon,Ipswich Harvest,Cambridge Brewing
Bettie Jensen,Righteous Red,Harpoon Brewery - Boston
Abbie Flores,Two Sisters Imperial Stout,Commonwealth Brewing #1
Tom Douglas,Edison Light Beer,New Century Brewing Company
Cory Freeman,Samuel Adams Summer Ale,New Century Brewing Company
Hester Fields,Famous Porter,Paper City Brewing Company
Aiden Hill,Ipswich Nut Brown,Harpoon Brewery - Boston
Stella Dixon,Bankers Gold,John Harvard's Brew House - Framingham
Roy Sanchez,Boston Red,Boston Beer Company
Lloyd Russell,Boltwood Bock,Cambridge Brewing
Stella Silva,Charles River Porter,Boston Beer Company
Bessie Brewer,Dark Element,Wachusetts Brewing Company
Julian Norris,Ipswich Winter,Harpoon Brewery - Boston
Julian Haynes,Harpoon Celtic Ale,New Century Brewing Company
Andrew Bishop,Boltwood Bock,Wachusetts Brewing Company
Susie Mills,Boltwood Bock,Paper City Brewing Company
Essie Steele,Samuel Adams Triplebock 1995,Boston Beer Company
Carrie Owens,UFO Raspberry Hefeweizen,Brewery at Martha's Vineyard
Augusta Ellis,Longshot Black Lager,Cape Ann Brewing
Albert Cox,Boltwood Bock,John Harvard's Brew House - Harvard Square
Adelaide Estrada,Samuel Adams Irish Red,John Harvard's Brew House - Framingham
Benjamin Campbell,Samuel Adams Imperial White,Commonwealth Brewing #1
Cole Moss,Ipswich Porter,Wachusetts Brewing Company
Ricky Sharp,Samuel Adams OctoberFest,Buzzards Bay Brewing Inc.
Loretta Davis,Edison Light Beer,John Harvard's Brew House - Harvard Square
Betty Baker,Samuel Adams Chocolate Bock,Paper City Brewing Company
Emilie Hamilton,Samuel Adams Summer Ale,Boston Beer Works
Billy Hunt,Framingham Maibock,Brewery at Martha's Vineyard
Isabella Perez,Ipswich IPA,Wachusetts Brewing Company
Donald Ross,Samuel Adams Summer Ale,Commonwealth Brewing #1
Derek Vargas,Workingman's Wheat,Watch City Brewing
Gussie Rowe,Samuel Adams Cherry Wheat,Cambridge Brewing
Myra Guerrero,Ipswich IPA,Boston Beer Company
Jeff Shelton,Graduation Ale,Boston Beer Works
Roy Buchanan,Samuel Adams Old Fezziwig Ale,John Harvard's Brew House - Harvard Square
Tony Peters,Charles River Porter,New Century Brewing Company
Loretta Barber,Samuel Adams Winter Lager,Element Brewing Company
Lloyd Bridges,Lewmeister Oktoberfest,John Harvard's Brew House - Harvard Square
Mario Cohen,Wheaten Ale,Cape Ann Brewing
Sophia Haynes,Harpoon Winter Warmer,John Harvard's Brew House - Framingham
Loretta Guzman,Samuel Adams Summer Ale,Boston Beer Company
Billy Robinson,Ipswich Nut Brown,Watch City Brewing
Louise Norton,IPA,Element Brewing Company
George Shelton,Boltwood Bock,Brewery at Martha's Vineyard
Floyd Woods,Heather Ale,John Harvard's Brew House - Framingham
Lura Becker,Hercules Stong Ale,Commonwealth Brewing #1
Lily Fleming,Harpoon Munich Dark,Paper City Brewing Company
Hilda Wilkins,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),John Harvard's Brew House - Harvard Square
Sean Cain,Patriots Pilsner,Buzzards Bay Brewing Inc.
Mayme Brown,Samuel Adams Boston Lager,John Harvard's Brew House - Framingham
Charlie Newton,Two Sisters Imperial Stout,John Harvard's Brew House - Harvard Square
Rachel Bryant,Hard Core Crisp Apple Cider,Watch City Brewing
Joe Foster,Samuel Adams Pale Ale,John Harvard's Brew House - Framingham
Derrick Fleming,Samuel Adams Triplebock 1994,Commonwealth Brewing #1
Hallie Wise,Holyoke Dam Ale,Buzzards Bay Brewing Inc.
Scott Garza,Cascade IPA,John Harvard's Brew House - Harvard Square
Arthur Chapman,Samuel Adams Holiday Porter,Harpoon Brewery - Boston
Hannah Goodman,Boston Red,Buzzards Bay Brewing Inc.
Evan Moody,Samuel Adams Irish Red,Brewery at Martha's Vineyard
Harry Perry,Samuel Adams Utopias MMIV,Cambridge Brewing
Albert Powers,Heather Ale,Commonwealth Brewing #1
Mattie McKinney,Samuel Adams Old Fezziwig Ale,Cape Ann Brewing
Helen Guerrero,Samuel Adams Cranberry Lambic,Watch City Brewing
Lewis Stephens,Samuel Adams Chocolate Bock,New Century Brewing Company
Winifred Cruz,Hard Core Crisp Apple Cider,Commonwealth Brewing #1
Angel Greene,Olde Buzzard Lager,Buzzards Bay Brewing Inc.
Elnora Hernandez,Raspberry Brown Ale,Element Brewing Company
Herman Hammond,Green Monsta Ale,John Harvard's Brew House - Framingham
Frances Fuller,Tall Tale Pale Ale,Cambridge Brewing
Michael Brewer,Ipswich Harvest,Boston Beer Company
Clayton Turner,Ipswich Harvest,Cape Ann Brewing
Edward Wagner,North Pleasant Pale Ale,Element Brewing Company
Jeremy Hunt,Samuel Adams Noble Pils,Watch City Brewing
Lola Martin,Framingham Maibock,Paper City Brewing Company
Anthony Hale,Samuel Adams Cranberry Lambic,Buzzards Bay Brewing Inc.
Ollie Stephens,Workingman's Wheat,Element Brewing Company
Tommy Rivera,Samuel Adams Cream Stout,Cambridge Brewing
Caleb Wagner,Wilmington Roggen Beer,Commonwealth Brewing #1
Anne Paul,Amber Ale,New Century Brewing Company
Cecelia Bailey,Honey Pilsner,Wachusetts Brewing Company
Jason Lambert,Heather Ale,Commonwealth Brewing #1
Matthew Bennett,Hercules Stong Ale,Brewery at Martha's Vineyard
Peter George,Samuel Adams Pale Ale,Element Brewing Company
Mildred Robertson,Wheaten Ale,Commonwealth Brewing #1
Loretta Parsons,Tall Tale Pale Ale,Boston Beer Company
Clifford McGee,Cascade IPA,Cambridge Brewing
Virgie Nichols,Samuel Adams Cream Stout,Harpoon Brewery - Boston
Elsie Quinn,Wilmington Roggen Beer,Mercury Brewing Company
Susan Medina,IPA,Cambridge Brewing
Ricardo Wade,Classic Stout,Boston Beer Company
Ora Daniel,Ipswich Winter,Cambridge Brewing
Derek Pena,Puffers Smoked Porter,Cambridge Brewing
Zachary Castro,Hard Core Crisp Apple Cider,Commonwealth Brewing #1
David Fisher,Graduation Ale,New Century Brewing Company
Dominic Burns,Samuel Adams OctoberFest,John Harvard's Brew House - Harvard Square
Sam Riley,Samuel Adams OctoberFest,Commonwealth Brewing #1
Tom Montgomery,IPA,Mercury Brewing Company
Ian Underwood,Samuel Adams Summer Ale,Boston Beer Works
Alan Jones,Samuel Adams Cherry Wheat,John Harvard's Brew House - Harvard Square
Adelaide Rodgers,Samuel Adams Winter Lager,Buzzards Bay Brewing Inc.
Celia Tran,Wheaten Ale,Brewery at Martha's Vineyard
Edwin Price,Famous Porter,Commonwealth Brewing #1
Dollie Barton,Classic Stout,Boston Beer Company
Vincent Martinez,Harpoon Leviathan,Paper City Brewing Company
John Tate,Samuel Adams Honey Porter,Paper City Brewing Company
Lillian Parsons,Samuel Adams Triplebock 1994,Paper City Brewing Company
Cynthia Warren,Samuel Adams Cranberry Lambic,Element Brewing Company
Antonio Mullins,Two Sisters Imperial Stout,Commonwealth Brewing #1
Shawn Douglas,Ipswich Dark Ale,John Harvard's Brew House - Harvard Square
Winnie Roberson,North Pleasant Pale Ale,Element Brewing Company
Maud Elliott,Wilmington Roggen Beer,Boston Beer Works
Carrie Gregory,Raspberry Brown Ale,John Harvard's Brew House - Harvard Square
Jimmy Reynolds,Harpoon Winter Warmer,Mercury Brewing Company
Edith Wheeler,Wachusetts IPA,John Harvard's Brew House - Harvard Square
Jane Holloway,Edison Light Beer,John Harvard's Brew House - Harvard Square
Dominic Lucas,UFO Raspberry Hefeweizen,Cape Ann Brewing
Katie Walker,Ipswich Dark Ale,Element Brewing Company
Lora Moore,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Commonwealth Brewing #1
Ivan Harris,Half in the Bagpipe,Mercury Brewing Company
Alex Bailey,Workingman's Wheat,Harpoon Brewery - Boston
Teresa Klein,Samuel Adams Triplebock 1995,Mercury Brewing Company
Luke Wilkerson,Samuel Adams White Ale,Harpoon Brewery - Boston
Vernon Watts,UFO Raspberry Hefeweizen,John Harvard's Brew House - Harvard Square
Derek Potter,Samuel Adams OctoberFest,Cambridge Brewing
Antonio Bryant,Half in the Bagpipe,Mercury Brewing Company
Violet Morrison,Heather Ale,Brewery at Martha's Vineyard
Terry Knight,Longshot Black Lager,Brewery at Martha's Vineyard
Olive Cain,Samuel Adams Cherry Wheat,Mercury Brewing Company
Jim Hopkins,Famous Porter,Harpoon Brewery - Boston
Dora French,Sam Adams Light,New Century Brewing Company
Callie Santos,Ipswich Harvest,Watch City Brewing
Virgie Joseph,Samuel Adams Triplebock 1994,Cambridge Brewing
Mamie Smith,Harpoon Brown Session Ale,Paper City Brewing Company
Erik Estrada,Charles River Porter,Buzzards Bay Brewing Inc.
Roger Walters,Holyoke Dam Ale,Harpoon Brewery - Boston
Roxie Rowe,Fenway American Pale Ale,Watch City Brewing
Jack Weaver,Fenway American Pale Ale,Cambridge Brewing
Elmer Ortiz,Golden Ale,Wachusetts Brewing Company
Agnes Greene,Samuel Adams Double Bock,Wachusetts Brewing Company
Carolyn Leonard,Edison Light Beer,Wachusetts Brewing Company
Adele Ramos,Famous Porter,Watch City Brewing
Jeremy Boyd,Wachusetts IPA,John Harvard's Brew House - Framingham
Olive Ruiz,Samuel Adams Cherry Wheat,John Harvard's Brew House - Harvard Square
Ruby Fletcher,Samuel Adams Cranberry Lambic,Mercury Brewing Company
Marvin Williams,Cambridge Amber,Boston Beer Works
Antonio Blake,Olde #8 Anniversary Ale,John Harvard's Brew House - Harvard Square
Beulah Conner,Samuel Adams Honey Porter,Brewery at Martha's Vineyard
Louisa Benson,Ipswich Winter,Buzzards Bay Brewing Inc.
Angel Swanson,Bankers Gold,Cambridge Brewing
Birdie Mack,Olde #8 Anniversary Ale,John Harvard's Brew House - Framingham
Leona Peters,Samuel Adams Hefeweizen,Watch City Brewing
Cody Jackson,Samuel Adams Winter Lager,Element Brewing Company
Evan Hart,Hard Core Crisp Apple Cider,Cape Ann Brewing
Johanna Foster,Samuel Adams Triplebock 1995,Harpoon Brewery - Boston
Olive Walker,Samuel Adams Summer Ale,Commonwealth Brewing #1
Georgia Sanders,Samuel Adams Summer Ale,Harpoon Brewery - Boston
Claudia Mitchell,Harpoon UFO Hefeweizen,Harpoon Brewery - Boston
Bertie Banks,Samuel Adams Summer Ale,New Century Brewing Company
Myrtie Lane,Olde Buzzard Lager,New Century Brewing Company
Clara Cunningham,Puffers Smoked Porter,Element Brewing Company
Lizzie McGuire,Cascade IPA,Buzzards Bay Brewing Inc.
Billy Lloyd,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Cambridge Brewing
Bernard Smith,Tall Tale Pale Ale,Wachusetts Brewing Company
Gordon McBride,Sam Adams Light,John Harvard's Brew House - Harvard Square
Matilda Patterson,Hard Core Crisp Apple Cider,New Century Brewing Company
Elijah Shelton,Regatta Golden,Cape Ann Brewing
Bradley Banks,Sam Adams Light,Harpoon Brewery - Boston
Genevieve Lamb,UFO Raspberry Hefeweizen,Buzzards Bay Brewing Inc.
Johnny Farmer,Two Sisters Imperial Stout,Boston Beer Company
Winifred Doyle,Special Old Ale,Boston Beer Company
Harry Strickland,Longshot American Pale Ale,John Harvard's Brew House - Harvard Square
Garrett Greene,Harpoon Brown Session Ale,Wachusetts Brewing Company
Victor Sharp,Tall Tale Pale Ale,Watch City Brewing
Olga Grant,Samuel Adams Winter Lager,Boston Beer Company
Cecelia Barrett,Patriots Pilsner,Watch City Brewing
Josephine Brady,Wachusetts IPA,John Harvard's Brew House - Harvard Square
Mabel Aguilar,Classic Stout,Watch City Brewing
Jose Griffin,Two Sisters Imperial Stout,Cape Ann Brewing
Mark Cooper,Samuel Adams Coastal Wheat,Brewery at Martha's Vineyard
Bobby Wood,Ipswich Dark Ale,New Century Brewing Company
Joel Sherman,Extra Stout,Mercury Brewing Company
Susie Lawson,Harpoon Leviathan,Element Brewing Company
Earl Dean,Ipswich IPA,New Century Brewing Company
Caroline Powers,Samuel Adams Irish Red,Brewery at Martha's Vineyard
Lena Buchanan,Samuel Adams Imperial White,Cambridge Brewing
Pauline Newton,Righteous Red,Element Brewing Company
Nannie Peterson,Graduation Ale,Watch City Brewing
Bruce Arnold,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Watch City Brewing
Phillip Hogan,Olde Buzzard Lager,Mercury Brewing Company
Estella Woods,Cascade IPA,Element Brewing Company
Eva Gomez,Samuel Adams Double Bock,Element Brewing Company
Hannah Potter,Wheaten Ale,Watch City Brewing
Essie Romero,Samuel Adams Boston Ale,Boston Beer Company
Roxie Christensen,Samuel Adams Scotch Ale,John Harvard's Brew House - Framingham
Mollie Klein,Extra Stout,Watch City Brewing
Kenneth Parsons,North Pleasant Pale Ale,John Harvard's Brew House - Harvard Square
Callie Gonzales,Patriots Pilsner,Mercury Brewing Company
Henry Bradley,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Mercury Brewing Company
Gregory Gardner,Raspberry Brown Ale,New Century Brewing Company
Addie Green,Hops Explosion IPA,New Century Brewing Company
Austin Carr,Patriots Pilsner,Wachusetts Brewing Company
Belle Mitchell,Samuel Adams Triplebock 1994,Boston Beer Company
Jean Mendez,North Pleasant Pale Ale,Mercury Brewing Company
Lucas Wise,1084 Barleywine,Wachusetts Brewing Company
Victoria Patterson,Fenway American Pale Ale,Element Brewing Company
Hulda Graves,Wheaten Ale,Wachusetts Brewing Company
Alice Powers,Classic Stout,New Century Brewing Company
Sam Riley,Samuel Adams Scotch Ale,Element Brewing Company
Jeremy Sullivan,1084 Barleywine,Cape Ann Brewing
Dora McKinney,Samuel Adams Chocolate Bock,Boston Beer Works
Eleanor Crawford,Workingman's Wheat,Harpoon Brewery - Boston
Frank Holloway,Hard Core Crisp Apple Cider,New Century Brewing Company
Joel Perez,Harpoon UFO Hefeweizen,Wachusetts Brewing Company
Blanche Patrick,Samuel Adams Brown Ale,Wachusetts Brewing Company
Marguerite Brady,Amber Ale,Buzzards Bay Brewing Inc.
Dale Rodriquez,Half in the Bagpipe,New Century Brewing Company
Juan Watkins,Samuel Adams Hefeweizen,Element Brewing Company
Alex Hardy,Samuel Adams Brown Ale,Wachusetts Brewing Company
Ernest Goodman,Samuel Adams Black Lager,Buzzards Bay Brewing Inc.
Jay Phillips,Samuel Adams White Ale,Commonwealth Brewing #1
Hester Pope,Harpoon Celtic Ale,Commonwealth Brewing #1
Henry Rodriguez,Samuel Adams OctoberFest,Boston Beer Company
Flora Peters,Ipswich IPA,John Harvard's Brew House - Harvard Square
Edwin Beck,Longshot Black Lager,New Century Brewing Company
Mittie Marshall,Bankers Gold,Buzzards Bay Brewing Inc.
Ophelia Estrada,Harpoon Leviathan,Harpoon Brewery - Boston
Benjamin Coleman,Two Sisters Imperial Stout,Paper City Brewing Company
Clifford Sandoval,Tall Tale Pale Ale,Commonwealth Brewing #1
Eugenia Russell,Samuel Adams Double Bock,Watch City Brewing
Mary Guerrero,Raspberry Brown Ale,Wachusetts Brewing Company
Jane Wise,Lewmeister Oktoberfest,New Century Brewing Company
Aiden Austin,Samuel Adams Noble Pils,Mercury Brewing Company
Cynthia Adkins,Samuel Adams Honey Porter,Brewery at Martha's Vineyard
Beatrice Brock,Samuel Adams Cream Stout,Cape Ann Brewing
Tyler Green,Harpoon Winter Warmer,Buzzards Bay Brewing Inc.
Nettie Pittman,Samuel Adams Cream Stout,John Harvard's Brew House - Harvard Square
Richard Bradley,Bankers Gold,Boston Beer Works
Louis Jordan,Harpoon Munich Dark,Buzzards Bay Brewing Inc.
Russell Schneider,Workingman's Wheat,Brewery at Martha's Vineyard
Mittie Delgado,Ipswich Nut Brown,John Harvard's Brew House - Harvard Square
Claudia Daniels,Samuel Adams Brown Ale,Harpoon Brewery - Boston
Garrett Chavez,Samuel Adams Triplebock 1995,Cambridge Brewing
Lydia Black,Wachusetts IPA,Buzzards Bay Brewing Inc.
Estella Lawrence,Amber Ale,Harpoon Brewery - Boston
Austin Soto,Cascade IPA,Buzzards Bay Brewing Inc.
Ollie Ball,Two Sisters Imperial Stout,Buzzards Bay Brewing Inc.
Bryan Padilla,UFO Raspberry Hefeweizen,Brewery at Martha's Vineyard
Janie Gibson,Harpoon Ale,Mercury Brewing Company
Gerald Copeland,Samuel Adams Boston Lager,Brewery at Martha's Vineyard
Elijah McKinney,Sam Adams Light,Element Brewing Company
Nathaniel Hoffman,Samuel Adams Spring Ale,Watch City Brewing
Roxie Morrison,Buckeye Oatmeal Stout,Buzzards Bay Brewing Inc.
Mason Barnes,Honey Pilsner,Element Brewing Company
Trevor Hamilton,Boston Red,Cambridge Brewing
Ellen Marsh,Charles River Porter,Cambridge Brewing
Lillian Garrett,Samuel Adams Honey Porter,Commonwealth Brewing #1
Norman Abbott,Samuel Adams Triplebock 1995,Buzzards Bay Brewing Inc.
Rose Hawkins,Raspberry Brown Ale,Wachusetts Brewing Company
Josephine Wells,Harpoon Winter Warmer,Wachusetts Brewing Company
Michael Massey,Samuel Adams Coastal Wheat,Mercury Brewing Company
Samuel Briggs,Regatta Golden,Buzzards Bay Brewing Inc.
Ruth Lane,Samuel Adams Noble Pils,Element Brewing Company
Ray Murphy,Green Monsta Ale,Harpoon Brewery - Boston
Edith Brown,Honey Pilsner,Brewery at Martha's Vineyard
Henrietta Carter,Samuel Adams Irish Red,Cambridge Brewing
Melvin Parks,Ipswich Summer,Harpoon Brewery - Boston
Carlos Wise,Samuel Adams Coastal Wheat,Cape Ann Brewing
Inez Nichols,Puffers Smoked Porter,Boston Beer Company
Nicholas Carter,Amber Ale,Mercury Brewing Company
Connor Carpenter,Samuel Adams Noble Pils,Cambridge Brewing
Landon Johnson,Olde Buzzard Lager,Cambridge Brewing
Dominic Graves,Harpoon Winter Warmer,Cambridge Brewing
Cora Thornton,Hard Core Crisp Apple Cider,Buzzards Bay Brewing Inc.
Lucas Shaw,Samuel Adams Cream Stout,Harpoon Brewery - Boston
Harold Bridges,Wheaten Ale,Boston Beer Company
Jeff Burgess,Harpoon Brown Session Ale,Commonwealth Brewing #1
Bradley Cox,Samuel Adams Honey Porter,Paper City Brewing Company
Luis Cummings,Harpoon Leviathan,John Harvard's Brew House - Framingham
Willie Gill,Half in the Bagpipe,Mercury Brewing Company
Nathaniel Kelly,Samuel Adams Irish Red,Boston Beer Works
Troy Lynch,Hercules Stong Ale,John Harvard's Brew House - Harvard Square
Amelia Hudson,Samuel Adams Cranberry Lambic,Wachusetts Brewing Company
Dale Grant,Famous Porter,New Century Brewing Company
Derek Hunter,Samuel Adams Black Lager,Element Brewing Company
Winifred Cummings,Longshot American Pale Ale,Brewery at Martha's Vineyard
Genevieve Simpson,Sam Adams Light,Cambridge Brewing
Bess Torres,Hard Core Crisp Apple Cider,Commonwealth Brewing #1
Mike Vargas,Ipswich Oatmeal Stout,Element Brewing Company
Barbara Wise,Puffers Smoked Porter,Brewery at Martha's Vineyard
Jeffrey Guerrero,Samuel Adams Spring Ale,Wachusetts Brewing Company
Hester Green,Samuel Adams Cream Stout,Watch City Brewing
Myrtle Paul,Puffers Smoked Porter,John Harvard's Brew House - Framingham
Wayne Doyle,Hard Core Crisp Apple Cider,Harpoon Brewery - Boston
Dylan Hudson,Samuel Adams Winter Lager,New Century Brewing Company
Hulda Wolfe,Lewmeister Oktoberfest,Paper City Brewing Company
Lulu Duncan,Hercules Stong Ale,Paper City Brewing Company
Jordan Neal,Samuel Adams Noble Pils,Boston Beer Company
Rose Collier,Longshot American Pale Ale,Mercury Brewing Company
Julian Brooks,Edison Light Beer,Boston Beer Works
Allie Mann,Harpoon Munich Dark,Harpoon Brewery - Boston
Mable Ortiz,Workingman's Wheat,Mercury Brewing Company
James Lyons,Samuel Adams Pale Ale,Harpoon Brewery - Boston
Viola Martin,Ipswich Nut Brown,John Harvard's Brew House - Framingham
Viola Woods,Green Monsta Ale,Wachusetts Brewing Company
Fannie Reeves,Samuel Adams Golden Pilsner,Boston Beer Works
Katie Medina,Olde Buzzard Lager,Cambridge Brewing
Chester Ray,Samuel Adams White Ale,John Harvard's Brew House - Harvard Square
Richard Bowen,IPA,Boston Beer Company
Franklin Carlson,Cambridge Amber,Paper City Brewing Company
Louis Dunn,Righteous Red,John Harvard's Brew House - Harvard Square
Steve Buchanan,Samuel Adams Cherry Wheat,Watch City Brewing
Isaac Soto,Harpoon Celtic Ale,John Harvard's Brew House - Harvard Square
Ellen Davidson,Samuel Adams Utopias MMIV,Commonwealth Brewing #1
Virginia Simon,Golden Ale,Mercury Brewing Company
Joel Ruiz,Holyoke Dam Ale,Boston Beer Works
Mabel Lawson,Samuel Adams Coastal Wheat,Cambridge Brewing
Marc Richards,Ipswich Winter,Wachusetts Brewing Company
Hettie Chambers,Kenmore K̦lsch,Commonwealth Brewing #1
Aaron Haynes,Samuel Adams Summer Ale,Paper City Brewing Company
Matthew Sutton,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),New Century Brewing Company
Lydia Gutierrez,North Pleasant Pale Ale,Commonwealth Brewing #1
Mabel Gonzalez,Samuel Adams Scotch Ale,Wachusetts Brewing Company
Dora Chavez,Ipswich Porter,Brewery at Martha's Vineyard
Stephen Blake,Olde Buzzard Lager,Buzzards Bay Brewing Inc.
Ora Roberson,Massatucky Brown,Boston Beer Company
Agnes Freeman,Green Monsta Ale,Paper City Brewing Company
Winifred Nelson,Wheaten Ale,Buzzards Bay Brewing Inc.
Stanley Sharp,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Tony Murray,Samuel Adams Pale Ale,Boston Beer Company
Maggie Allison,Samuel Adams OctoberFest,Brewery at Martha's Vineyard
Jessie Dean,Samuel Adams Cranberry Lambic,Wachusetts Brewing Company
Phoebe Riley,Honey Pilsner,John Harvard's Brew House - Framingham
Owen Hines,Graduation Ale,John Harvard's Brew House - Harvard Square
Anne Peterson,Hard Core Crisp Apple Cider,Paper City Brewing Company
Franklin Carr,Puffers Smoked Porter,Cambridge Brewing
Mattie Baldwin,Samuel Adams Cranberry Lambic,Cambridge Brewing
Marian Bush,Samuel Adams Triplebock 1994,Boston Beer Company
Chase Ortega,Buckeye Oatmeal Stout,Buzzards Bay Brewing Inc.
Lloyd Peterson,Fenway American Pale Ale,Paper City Brewing Company
Lelia Doyle,Samuel Adams Utopias MMIV,Watch City Brewing
Annie Sutton,Samuel Adams OctoberFest,Brewery at Martha's Vineyard
Roxie Collier,Samuel Adams Irish Red,Cambridge Brewing
Adelaide McBride,Righteous Red,John Harvard's Brew House - Framingham
Steve Fuller,1084 Barleywine,Boston Beer Company
Bernard Lucas,Hops Explosion IPA,Commonwealth Brewing #1
Mattie Medina,Harpoon Munich Dark,Commonwealth Brewing #1
Ethel Payne,Wheaten Ale,John Harvard's Brew House - Framingham
Louisa Ballard,Harpoon Celtic Ale,Harpoon Brewery - Boston
Roxie Joseph,Lewmeister Oktoberfest,Commonwealth Brewing #1
